,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses
71,BNC-1147,tell,modal,"She might have sat all afternoon, nibbling and stuporous, exhausted but not sleepy. But the glazier finally came down from the upper floor, cheerfully announcing that all was now right and tight and he would be on his way.",Maggie could tell that he would have liked to stop for a chat that he felt sorry for her left on her own but she lacked either her grandmother's grace or her mother's energy so she did not offer him tea.,the glazier would have liked to stop for a chat,AB,present,Maggie,third,singular,modal,BNC,no,0.3,1.418136492,2.75,0.46291005,"3, 3, 3, 2, 3, 3, 2, 3"
72,BNC-1148,tell,modal,"I'm such a coward, I hear things that aren't there. She set her lips and dragged Adam out of the fire, hooking one of his arms round her neck.",He leaned on her not wholly unconscious but she could tell he didn't know what was happening to him.,Adam didn't know what was happening to him,AB,present,she,third,singular,modal,BNC,no,0,1.5,2.875,0.353553391,"3, 3, 3, 3, 3, 3, 3, 2"
73,BNC-1150,tell,modal,"Jim waited. He waited a long time, and when the young doctor finally came out, it was almost dark.",Jim could nonetheless tell by his anxious face that something was wrong.,something was wrong,AB,present,Jim,third,singular,modal,BNC,no,1.090909091,1.221027883,2.333333333,0.707106781,"1, 3, 3, 2, 2, 3, 3, 2, 2"
74,BNC-1154,tell,modal,"The Colonel could tell that the noise was distracting Amanda from her pamphlet, though she gave no outward sign. It was simply that he could judge such things after living so closely with her for however many years.",He could tell she hadn't really got her nose in the Reverend Abraham.,Amanda hadn't really got her nose in the Reverend Abraham,AB,present,he,third,singular,modal,BNC,no,0.9,1.286683938,2.125,1.726888201,"2, -2, 3, 3, 3, 3, 3, 2"
75,BNC-1158,tell,modal,"Nick rolled his eyes upwards. ``Not so bad, then.''",She wished she could tell him that Mr Evans hadn't stolen the Will after all but Nick had never thought that he had so there was no point in it.,Mr Evans hadn't stolen the Will after all,DE,present,she,third,singular,modal,BNC,no,0.272727273,0.904534034,1,2.672612419,"3, -3, -3, 3, 3, 3, 2, 0"
76,BNC-1159,tell,modal,Louise was equally anxious to see this man who had had the power to persuade her niece to go against her upbringing and character and behave so recklessly after such a brief acquaintance. Waiting in the airport she was suddenly aware of Nora striding towards her.,She was impressed by how elegant she looked and could tell by her cousin's walk that Nora also felt that she was looking good.,that Nora also felt that she was looking good,AB,present,she,third,singular,modal,BNC,no,-0.222222222,0.440958552,2.333333333,1,"3, 0, 3, 2, 2, 3, 2, 3, 3"
77,BNC-116,imagine,conditional,"After all, they had been together for a couple of years and she did idolise him. A line cut between Ashley's brows.",If Vitor imagined she was going to demand an immediate showdown with the model he was wrong.,Ashley was going to demand an immediate showdown with the model,,present,Vitor,third,singular,conditional,BNC,no,0.2,1.229272594,-1.75,1.281739889,"0, -3, -3, 0, -1, -2, -3, -2"
78,BNC-1160,tell,modal,``Yes?'' ``Nathan?'',He could tell it was long-distance the line was so gravelly and hollow but he didn't recognise the voice.,the call was long-distance,AB,present,he,third,singular,modal,BNC,no,0,0,2.888888889,0.333333333,"3, 3, 3, 2, 3, 3, 3, 3, 3"
79,BNC-1163,tell,modal,Chopra stood unsteadily on his feet. The shapechanger bounded around with excitement.,Chopra could tell something had happened.,something had happened,AB,present,Chopra,third,singular,modal,BNC,no,1.818181818,0.981649817,2.5,0.534522484,"2, 3, 2, 2, 2, 3, 3, 3"
80,BNC-1164,tell,modal,"It seemed impossible that anyone could endure such pain for so long, but at last the doors of the Renault slammed and there was comparative silence. The engine was started up, revving violently as the car was turned round on the narrow road.",John could tell that it was being driven back up the hill towards Putna.,the car was being driven back up the hill towards Putna,AB,present,John,third,singular,modal,BNC,no,0.181818182,1.328019715,2.333333333,1.322875656,"2, 3, 3, 3, 3, 3, 2, 3, -1"
81,BNC-1166,tell,modal,"Zenaida the sorceress jumped on her from behind, one hand at her throat, the other yanking at her hair.",She screeched and the bird flapping over her head screeched with her but Carmellina could tell from the look in its pale green eye that it was her true love under a spell from the wicked enchantress and she fell to her knees and clutched the skirts of Zenaida.,the bird was Carmellina's true love under a spell from the wicked enchantress,AB,present,Carmellina,third,singular,modal,BNC,no,-0.4,1.173787791,2.625,0.51754917,"2, 3, 2, 3, 2, 3, 3, 3"
82,BNC-1169,tell,modal,"I didn't say anything, but kept on eating slowly.",I could tell that my father was looking at me from the other end of the table swilling his juice round in his glass and staring at my head as I bent over my plate.,his father was looking at him from the other end of the table,AB,present,I,first,singular,modal,BNC,no,0.636363636,0.809039835,3,0,"3, 3, 3, 3, 3, 3, 3, 3, 3"
83,BNC-1173,tell,modal,"Just when you think you 've got it straight, along comes the Fool with his pig's bladder and whops you on the nose. By the way, I'm no idiot.",I could tell Gillian and Stuart weren't thrilled to see me at the airport.,Gillian and Stuart weren't thrilled to see her at the airport,AB,present,I,first,singular,modal,BNC,no,0.375,0.916125381,2.875,0.353553391,"3, 3, 3, 3, 3, 3, 3, 2"
84,BNC-1180,tell,modal,"Dam the leaks? If I do that, the Company doesn't have to know I've been interfacing data when I shouldn't.",I could tell the tutor I got scent of it before the system went down yesterday... Then everyone will think I'm some kind of spy anyway because it's hardly going to fit in with my cover of being a moron.,he got scent of it before the system went down yesterday,AB,future,I,first,singular,modal,BNC,no,1,1.690308509,0.125,2.295181288,"3, 1, -3, 2, -1, -3, 0, 2"
85,BNC-1185,tell,modal,"Except that his face, with those tobacco-stained looking eyes and drooping moustache, was always the same and you never knew what he was thinking. When he looked at you it was like he knew something he wasn't telling, or was laughing at you, no matter what it was he said.",That's when you could tell Henry Mendez was Mexican.,Henry Mendez was Mexican,AB,present,you,second,unknown,modal,BNC,no,0.090909091,1.221027883,2.625,0.744023809,"1, 3, 3, 2, 3, 3, 3, 3"
86,BNC-1187,think,modal,"I worried about the mythic trees you used to paint. Outside, some kids, browned off with the phone-booth, had snapped a sapling rowan in half.",They may have thought they were putting it out of its misery - a lifetime beautifying the lorry-route to the A1.,the kids were putting the sapling rowan out of its misery,EP,past,they,third,plural,modal,BNC,no,0.363636364,2.15743956,-0.5,1.603567451,"3, -1, 0, 0, -1, -2, -2, -1"
87,BNC-119,imagine,conditional,"It's true - Peter can be infuriating, she registered. And, to someone with Marc's undoubted ambition and sheer grit, he probably seems hopelessly in need of a helping hand.",She almost felt sympathy for Marc if he imagined he could change what was deeply ingrained in Peter's nature.,Marc could change what was deeply ingrained in Peter's nature,AB,present,he,third,singular,conditional,BNC,no,0.090909091,1.445997611,-0.888888889,1.900292375,"-1, 2, 2, -1, -2, -2, 0, -3, -3"
88,BNC-1194,think,modal,"And if he knew why did he tell her and annoy her still further? If he did have designs on her, and a plan to marry Mr Eddie Hogan's daughter and thereby marry into the business, then why was he saying all the things that would irritate and upset her?",Perhaps he thought that her own wishes would hardly be considered in the matter.,Mr Eddie Hogan's daughter's own wishes would hardly be considered in the matter,EP,present,he,third,singular,modal,BNC,no,0.416666667,1.729862492,0.75,1.752549164,"3, 1, 1, 3, -1, 1, -2, 0"
89,BNC-120,insist,conditional,"We must be well past Malmesbury by this time, Isabel thought. But the fortress there was an outpost, virtually surrounded by enemy castles.",It would be miles yet probably another day of travelling before they reached safer country and even if fitzAlan stubbornly insisted that he could travel the horse wouldn't go forever.,fitzAlan could travel,AB,future,fitzalan,third,singular,conditional,BNC,no,0.181818182,1.60113596,-0.75,1.164964745,"1, -2, 0, -2, -2, -1, 0, 0"
90,BNC-1200,think,modal,"Mrs Menzies had died five years before, killed by malaria and stomach trouble from their time in Bengal. Menzies himself had a yellow face with a stained-looking flush on each cheekbone, and when he felt a bout of fever coming on, he drank to drown the symptoms.",Now he looked over at Cameron taking stock of the quizzical lift of his right eyebrow when he looked out below his black fringe the down-turn of his mouth under his long curved nose and began to recapitulate his argument with care uncomfortably aware that Angus might think he was trying not to sound drunk.,Menzies was trying not to sound drunk,EP,present,Angus,third,singular,modal,BNC,no,0.111111111,2.147349788,0.875,1.552647509,"2, 2, 0, -1, 3, -1, 0, 2"
91,BNC-1201,think,modal,"Right then Shannon would gladly have given her entire make-up kit for a rest, but there was no way she was about to admit any weakness to him, particularly after that crack about her ``poor over-used mouth''. So he thought she talked too much, did he?",He 'd see how quiet she could be - in fact the big ox might just think he was teaching a statue male-chauvinist pig that he was.,the big ox was teaching a statue,EP,future,ox,third,singular,modal,BNC,no,-1.25,1.422226168,-0.375,2.386719207,"-3, 3, 0, 1, -3, 2, 0, -3"
92,BNC-1205,think,modal,"Still doubtful, the embalmer beckoned his assistants away from their other tasks.",He was probably thinking that in these times it was not worth taking the risk of offending anyone just in case they were agents of Horemheb and you ended up in an emerald mine on the Eastern Coast.,in these times it was not worth taking the risk of offending anyone,EP,present,he,third,singular,modal,BNC,no,0.2,0.421637021,1,0.9258201,"0, 2, 0, 1, 1, 2, 2, 0"
93,BNC-1208,think,modal,"It is obvious, is it not, that if one gets emotionally involved in a problem, one can not perform as well as when one is viewing it impersonally, yes?'' ``Yes,'' Fabia agreed, but what was more than obvious to her, with Ven stressing, ``specifically'' stressing, that Lubor talk to her on an impersonal basis only, was that he still didn't trust her not to ask personal questions about him.",Hurt that he could think she would do that pest of an interview through Lubor she was certain then that she didn't even like Ven Gajdusek - much less was she attracted to him!,Fabia would do that pest of an interview through Lubor,AB,present,he,third,singular,modal,BNC,no,0.5,1.433720878,-0.555555556,2.351122663,"-2, 1, 1, -3, 2, -3, -1, -3, 3"
94,BNC-1211,think,modal,She gazed at him through her thick lashes.,Perhaps he thought that by giving them some space Maria Luisa would get Steve out of her system.,by giving them some space Maria Luisa would get Steve out of her system,EP,present,he,third,singular,modal,BNC,no,-0.4,0.699205899,0.555555556,1.130388331,"0, 1, 0, 0, 1, 3, 0, 1, -1"
95,BNC-1213,think,modal,It was ridiculously easy to get away and her own skill brought a grin to her face. The great Felipe had not even been around and the servants had ignored the fact that the inglesa was calmly walking towards the great gates.,Maybe they thought she was just exploring the area within the walls.,the inglesa was just exploring the area within the walls,EP,past,they,third,plural,modal,BNC,no,-0.4,1.429840706,0.125,2.031009601,"-3, -1, 0, 3, 0, -1, 0, 3"
